,file,speaker,dialog
557,Ses04F_impro08,Ses04F_impro08_F008,"Well I'm very sorry, sir. They should have dealt with it at that particular branch. I apologize for that, uh, but we can help you. That's no worries. We can take care of that. So how much did you need to be refunded?"
558,Ses04F_impro08,Ses04F_impro08_M012,"It was a hundred a sixty dollars. I'm sorry, uh, sixteen dollars."
559,Ses04F_impro08,Ses04F_impro08_F009,"Okay. Um, I'm going to go ahead and transfer you over to another department. They'll need your address."
560,Ses04F_impro08,Ses04F_impro08_M013,"Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check."
561,Ses04F_impro08,Ses04F_impro08_M014,"Okay. You understand that's all I want. Just don't give me a problem with this. Okay, please because I'm very sensitive right now"
562,Ses04F_impro08,F:,"understand that, sir-"
563,Ses04F_impro08,Ses04F_impro08_M015,"and if I get sent to another operator, I'll have to tell them the same damn story again. I don't- I think I'm just going to lose my mind. So if you could please just not do that, that would be great. Thank you."
564,Ses04F_impro08,F:,
565,Ses04F_impro08,Ses04F_impro08_F010,"I understand, sir. I will explain to them what the situa-"
566,Ses04F_impro08,Ses04F_impro08_M016,You don't understand because you've never gone to Del Taco and gotten the service that I've gotten. You don't understand.
567,Ses04F_impro08,Ses04F_impro08_F011,You're right sir. It is your particular situation but I will call the other operator. I will explain to them what's going on. You won't have to tell your story again.
568,Ses04F_impro08,Ses04F_impro08_M017,You're not going to call the other operator. You're not going to call the the other operator.
569,Ses04F_impro08,Ses04F_impro08_M018,You're going to fill out a form on your desk
570,Ses04F_impro08,Ses04F_impro08_M019,because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.
571,Ses04F_impro08,Ses04F_impro08_F012,"Okay, sir. They- they have to-"
572,Ses04F_impro08,Ses04F_impro08_F013,Sir.
573,Ses04F_impro08,Ses04F_impro08_F014,"Sir, they have to take down your address at the other station. I will transfer. I will explain everything to them. It will all be fine. I promise."
574,Ses04F_impro08,Ses04F_impro08_M020,What's your name?
575,Ses04F_impro08,Ses04F_impro08_F015,Cindy?
576,Ses04F_impro08,Ses04F_impro08_M021,Cinnee?
577,Ses04F_impro08,Ses04F_impro08_F016,Cindy.
578,Ses04F_impro08,Ses04F_impro08_M022,Cindy? Cindy what?
579,Ses04F_impro08,Ses04F_impro08_F017,"Sir, I don't think my name is really relevant-"
580,Ses04F_impro08,Ses04F_impro08_M023,"Cindy, look. If you don't get your ass a piece of paper that has a check"
581,Ses04F_impro08,Ses04F_impro08_M024,"attached to it and you don't send it to me, I'm going to get very upset."
582,Ses04F_impro08,Ses04F_impro08_F018,"Alright, sir. Sir. I'm going to transfer you to the address."
583,Ses04F_impro08,Ses04F_impro08_F019,"Alright. You know what, sir. The customer is always right."
584,Ses04F_impro08,Ses04F_impro08_M025,"You know what. I- You know what? You know what? No, it's fine. it's fine it's fine You know what?"
585,Ses04F_impro08,Ses04F_impro08_F020,I will go ahead and I will take- I will take
586,Ses04F_impro08,Ses04F_impro08_M026,"Hey, Cindy. Cindy, look I know this is not your fault. Do whatever you want."
587,Ses04F_impro08,Ses04F_impro08_M027,Send me to whatever operator. I just- You know what? I'm just done. I'm just done. I've lost all hope.
588,Ses04F_impro08,Ses04F_impro08_F021,"Sir, customer satisfaction is our first goal. I will go ahead and take your number and your address down myself."
589,Ses04F_impro08,Ses04F_impro08_M028,"of getting my sixteen dollars back. It fine, no honestly."
590,Ses04F_impro08,Ses04F_impro08_M029,"No, Cindy just don't even-look don't even. Cuz I- look Cindy I know you don't care about me, okay. I know that I'm just like another person who calls-"
591,Ses04F_impro08,Ses04F_impro08_F022,Wait. But I-
592,Ses04F_impro08,Ses04F_impro08_F023,But I'm giving you what you want.
593,Ses04F_impro08,Ses04F_impro08_M030,No it doesn't matter. It's fine. It's fine. Just send me to the next operator. That's fine.
594,Ses04F_impro08,Ses04F_impro08_F024,"Okay. If that's what you want, you want to go to the next person?"
595,Ses04F_impro08,Ses04F_impro08_M031,Yes.
596,Ses04F_impro08,Ses04F_impro08_F025,Okay. Great.
597,Ses04F_script01_1,Ses04F_script01_1_F000,What's he going to say? Maybe we should tell him before he sees it.
598,Ses04F_script01_1,Ses04F_script01_1_M000,He saw it.
599,Ses04F_script01_1,Ses04F_script01_1_F001,How could he see it? I was the first one up. He was still in bed.
600,Ses04F_script01_1,Ses04F_script01_1_M001,He was out here when it broke.
601,Ses04F_script01_1,Ses04F_script01_1_F002,When?
602,Ses04F_script01_1,Ses04F_script01_1_M002,About four this morning. I heard it cracking and I woke up and looked out. He was standing right there when it cracked.
603,Ses04F_script01_1,Ses04F_script01_1_F003,What was he doing out here at four in the morning?
604,Ses04F_script01_1,Ses04F_script01_1_M003,"I don't know. When it cracked, he ran back into the house and cried in the kitchen."
605,Ses04F_script01_1,Ses04F_script01_1_F004,Did you talk to him?
606,Ses04F_script01_1,Ses04F_script01_1_M004,"No, I figured the best thing was to leave him alone."
607,Ses04F_script01_1,Ses04F_script01_1_F005,He cried hard?
608,Ses04F_script01_1,Ses04F_script01_1_M005,I could hear him right through the floor of my room.
609,Ses04F_script01_1,Ses04F_script01_1_F006,What was he doing out here at that hour? He's dreaming about him again. He's walking around at night.
610,Ses04F_script01_1,Ses04F_script01_1_M006,I guess he is.
611,Ses04F_script01_1,Ses04F_script01_1_F007,He's getting just like after he died.
612,Ses04F_script01_1,Ses04F_script01_1_F008,What's the meaning in that?
613,Ses04F_script01_1,Ses04F_script01_1_M007,"I don't know the meaning of this, mom. But I know one thing you made a terrible mistake with dad."
614,Ses04F_script01_1,Ses04F_script01_1_F009,What?
615,Ses04F_script01_1,Ses04F_script01_1_M008,"Being dishonest with him, that kind of thing always pays off and now it's paying off."
616,Ses04F_script01_1,Ses04F_script01_1_F010,What do you mean dishonest?
617,Ses04F_script01_1,Ses04F_script01_1_M009,You know that Larry's not coming back and I know it. Why do we allow him to go on thinking that we believe with him?
618,Ses04F_script01_1,Ses04F_script01_1_F011,"What do you want to do, argue with him?"
619,Ses04F_script01_1,Ses04F_script01_1_M010,I don't want to argue with him but it's time that he realizes that Larry's not coming back anymore.
620,Ses04F_script01_1,Ses04F_script01_1_M011,"Why shouldn't he dream of him? Walk the nights waiting for him? Do we contradict him? Do we say straight out that we have no hope anymore, that we haven't had any hope for years now?"
621,Ses04F_script01_1,Ses04F_script01_1_F012,You can't say that to him.
622,Ses04F_script01_1,Ses04F_script01_1_M012,We've got to say it to him.
623,Ses04F_script01_1,Ses04F_script01_1_F013,How are you going to prove it? Can you prove it?
624,Ses04F_script01_1,Ses04F_script01_1_M013,For God's sake three years. Nobody comes back after three years. It's insane.
625,Ses04F_script01_1,Ses04F_script01_1_F014,To you it is and to me but not to him. You can talk yourself blue in the face but there's no body and no grave so where are you?
626,Ses04F_script01_1,Ses04F_script01_1_M014,Sit down mom. I want to talk to you.
627,Ses04F_script01_1,Ses04F_script01_1_F015,The trouble is the goddamn newspapers. Every month some boy turns up from nowhere so the next one is going to be Larry.
628,Ses04F_script01_1,Ses04F_script01_1_M015,"Alright, alright, alright. Listen. You know why I asked Annie here don't you?"
629,Ses04F_script01_1,Ses04F_script01_1_F016,Why?
630,Ses04F_script01_1,Ses04F_script01_1_M016,You know why.
631,Ses04F_script01_1,Ses04F_script01_1_F017,Well I got an idea but what's the story?
632,Ses04F_script01_1,Ses04F_script01_1_M017,I'm going to ask her to marry me.
633,Ses04F_script01_1,Ses04F_script01_1_F018,"Well that's only your business, Chris."
634,Ses04F_script01_1,Ses04F_script01_1_M018,You know it's not only my business.
635,Ses04F_script01_1,Ses04F_script01_1_F019,What do you want me to do? You're old enough to know your own mind.
636,Ses04F_script01_1,Ses04F_script01_1_M019,Then it's alright. I'll go ahead with it.
637,Ses04F_script01_1,Ses04F_script01_1_F020,Well you want to make sure that father isn't going to-
638,Ses04F_script01_1,Ses04F_script01_1_M020,Then it isn't just my business.
639,Ses04F_script01_1,Ses04F_script01_1_F021,I'm just saying.
640,Ses04F_script01_1,Ses04F_script01_1_M021,Sometimes you infuriate me. You know that? Isn't it your business too if I tell this to father and he throws a fit about it.
641,Ses04F_script01_1,Ses04F_script01_1_M022,Sometimes you have a- Sometimes you have a talent for ignoring things.
642,Ses04F_script01_1,Ses04F_script01_1_F022,I ignore what I got to ignore. The girl is Larry's girl.
643,Ses04F_script01_1,Ses04F_script01_1_M023,She's not Larry's girl.
644,Ses04F_script01_1,Ses04F_script01_1_F023,"From father's point of view, he's not dead and you have no right to take his girl."
645,Ses04F_script01_1,Ses04F_script01_1_F024,"Now you can go on from there and you know where to go, but I'm telling you I don't know where to go. See I don't know. Now what can I do for you?"
646,Ses04F_script01_1,Ses04F_script01_1_M024,"I don't know why it is but every time I reach out for something I want, I have to pull back because other people will suffer. My whole bloody life time after time after time."
647,Ses04F_script01_1,Ses04F_script01_1_F025,You're a considerate fellow. There's nothing wrong in that.
648,Ses04F_script01_1,Ses04F_script01_1_M025,To hell with that.
649,Ses04F_script01_1,Ses04F_script01_1_F026,Did you ask Annie yet?
650,Ses04F_script01_1,Ses04F_script01_1_M026,I wanted to get this settled first.
651,Ses04F_script01_1,Ses04F_script01_1_F027,How do you know she'll marry you? Maybe she feels the same way father does.
652,Ses04F_script01_1,Ses04F_script01_1_M027,"Well if she does, then that's the end of it. From her letters, I think she's forgotten him. I'll find out."
653,Ses04F_script01_1,Ses04F_script01_1_M028,"and then we'll thrash it out with dad, right mom. Don't avoid me."
654,Ses04F_script01_1,Ses04F_script01_1_F028,The trouble is you don't see enough women. You never did.
655,Ses04F_script01_1,Ses04F_script01_1_M029,So what I'm not fast with women.
656,Ses04F_script01_1,Ses04F_script01_1_F029,I don't see why it has to be Annie.
657,Ses04F_script01_1,Ses04F_script01_1_M030,Because it is.
658,Ses04F_script01_1,Ses04F_script01_1_F030,Well that's a good answer but it don't answer anything. You haven't seen her since you went to war. It's been five years.
659,Ses04F_script01_1,Ses04F_script01_1_M031,I can't help it. I know her best. I was brought up next door to her.
660,Ses04F_script01_1,Ses04F_script01_1_M032,"These years when I think of someone for my wife, I think of Annie. What do you want, a diagram?"
661,Ses04F_script01_1,Ses04F_script01_1_F031,"I don't want a diagram. He thinks he's coming back, Chris."
662,Ses04F_script01_1,Ses04F_script01_1_F032,You marry that girl. You're pronouncing him dead. Now what happens to your father? Do you know because I don't?
663,Ses04F_script01_1,Ses04F_script01_1_M033,Alright then mom.
664,Ses04F_script01_1,Ses04F_script01_1_F033,Just give it some more thought.
665,Ses04F_script01_1,Ses04F_script01_1_M034,"I've given it three years of thought. I hoped that if I waited, dad would forget about Larry"
666,Ses04F_script01_1,Ses04F_script01_1_M035,"and everything would be happy and we would have a regular wedding. But if that can't happen here, then I'll have to get out."
667,Ses04F_script01_1,Ses04F_script01_1_F034,What the hell is this?
668,Ses04F_script01_1,Ses04F_script01_1_M036,"I'll get out. I'll get married and live someplace else, maybe New York."
669,Ses04F_script01_1,Ses04F_script01_1_F035,Are you crazy?
670,Ses04F_script01_1,Ses04F_script01_1_M037,I've been a good son too long. A good sucker I'm through with it.
671,Ses04F_script01_1,Ses04F_script01_1_F036,You've got a business here. What the hell is this?
672,Ses04F_script01_1,Ses04F_script01_1_M038,"The business, the business doesn't inspire me."
673,Ses04F_script01_1,Ses04F_script01_1_F037,Must you be inspired?
674,Ses04F_script01_1,Ses04F_script01_1_M039,"Yes, I like it an hour a day. If I have to grub for money all day long, at least at evening I want it beautiful."
675,Ses04F_script01_1,Ses04F_script01_1_M040,I want- I want a family. I want some kids. I want to build something I give myself to. Annie is in the middle of that. Now where do I find it?
676,Ses04F_script01_1,Ses04F_script01_1_F038,You mean-tell me something you mean you'd really leave the business?
677,Ses04F_script01_1,Ses04F_script01_1_M041,Yes on this I would.
678,Ses04F_script01_1,Ses04F_script01_1_F039,Well you don't want to think that way.
679,Ses04F_script01_1,Ses04F_script01_1_M042,Then you help me stay here.
680,Ses04F_script01_1,Ses04F_script01_1_F040,Alright but don't think that way
681,Ses04F_script01_1,Ses04F_script01_1_F041,"because what the hell did we work for? This whole shooting match is just for you, Chris."
682,Ses04F_script01_1,Ses04F_script01_1_M043,I know. Just you help me stay here.
683,Ses04F_script01_1,Ses04F_script01_1_F042,But don't think that way. You hear me?
684,Ses04F_script01_1,Ses04F_script01_1_M044,I am thinking that way.
685,Ses04F_script01_1,Ses04F_script01_1_F043,I don't understand you do I?
686,Ses04F_script01_1,Ses04F_script01_1_M045,No. I'm a pretty tough guy.
687,Ses04F_script01_1,Ses04F_script01_1_F044,Yeah. I can see that.
688,Ses04F_script01_2,Ses04F_script01_2_F000,Why did he invite her?
689,Ses04F_script01_2,Ses04F_script01_2_M000,Why does that bother you?
690,Ses04F_script01_2,Ses04F_script01_2_F001,It's been three years. Why all of a sudden?
691,Ses04F_script01_2,Ses04F_script01_2_M001,Well maybe- maybe he just wanted to see her again.
692,Ses04F_script01_2,Ses04F_script01_2_F002,Nobody comes seven hundred miles just to see.
693,Ses04F_script01_2,Ses04F_script01_2_M002,What do you mean? He was brought up next door to the girl his whole life. Why shouldn't he want to see her again?
694,Ses04F_script01_2,Ses04F_script01_2_M003,Don't look at me like that. He didn't tell me anymore than he told you.
695,Ses04F_script01_2,Ses04F_script01_2_F003,She's not going to marry him.
696,Ses04F_script01_2,Ses04F_script01_2_M004,How do you know he's even thinking about it?
697,Ses04F_script01_2,Ses04F_script01_2_F004,It's got that about it.
698,Ses04F_script01_2,Ses04F_script01_2_M005,Well so what.
699,Ses04F_script01_2,Ses04F_script01_2_F005,"What's going on here, Joe?"
700,Ses04F_script01_2,Ses04F_script01_2_M006,Listen kid.
701,Ses04F_script01_2,Ses04F_script01_2_F006,"No, line."
702,Ses04F_script01_2,Ses04F_script01_2_M007,"Uh, Then why is she still-she's not his girl, Joe"
703,Ses04F_script01_2,Ses04F_script01_2_F007,"She's not his girl, Joe. She knows she's not."
704,Ses04F_script01_2,Ses04F_script01_2_M008,You can't read her mind.
705,Ses04F_script01_2,Ses04F_script01_2_F008,Then why is she still single? New York is full of men. Why hasn't she married?
706,Ses04F_script01_2,Ses04F_script01_2_F009,Probably a hundred people told her she's foolish but she's waited.
707,Ses04F_script01_2,Ses04F_script01_2_M009,How do you know why she waited?
708,Ses04F_script01_2,Ses04F_script01_2_F010,Because she knows what I know that's why. She's faithful as a rock.
709,Ses04F_script01_2,Ses04F_script01_2_F011,"In my worst moments, I think of her waiting and I know again that I'm right."
710,Ses04F_script01_2,Ses04F_script01_2_M010,Look it's a nice day. What are we arguing for?
711,Ses04F_script01_2,Ses04F_script01_2_F012,"Nobody in this house dares take her faith away, Joe. Strangers might but not his father, not his brother."
712,Ses04F_script01_2,Ses04F_script01_2_M011,What do you want me to do?
713,Ses04F_script01_2,Ses04F_script01_2_F013,"I want you to act like he's coming back, both of you. Don't think I haven't noticed you since he invited her. I won't stand for any nonsense."
714,Ses04F_script01_2,Ses04F_script01_2_M012,But Kate-
715,Ses04F_script01_2,Ses04F_script01_2_F014,"Because if he's not coming back, I'll kill myself."
716,Ses04F_script01_2,Ses04F_script01_2_F015,"Laugh, laugh at me, but why did that happen the very night she came back?"
717,Ses04F_script01_2,Ses04F_script01_2_F016,"She goes to sleep in his room and his memorial breaks in pieces. Look, look at it. Joe-"
718,Ses04F_script01_2,Ses04F_script01_2_M013,Calm yourself.
719,Ses04F_script01_2,Ses04F_script01_2_F017,"Believe with me, Joe. I can't stand alone."
720,Ses04F_script01_2,Ses04F_script01_2_M014,Calm yourself.
721,Ses04F_script01_2,Ses04F_script01_2_F018,Just last week a man showed up in Detroit missing longer than Larry. You read it yourself.
722,Ses04F_script01_2,Ses04F_script01_2_M015,Alright. Alright. Calm yourself.
723,Ses04F_script01_2,Ses04F_script01_2_F019,You above all have got to believe. You.
724,Ses04F_script01_2,Ses04F_script01_2_M016,Why me above all?
725,Ses04F_script01_2,Ses04F_script01_2_F020,Just don't stop believing.
726,Ses04F_script01_2,Ses04F_script01_2_M017,"What does that mean, me above all? Look at you. You're shaking."
727,Ses04F_script01_2,Ses04F_script01_2_F021,I can't help it.
728,Ses04F_script01_2,Ses04F_script01_2_M018,What have I got to hide? What the hell is matter with you Kate?
729,Ses04F_script01_3,Ses04F_script01_3_F000,You're the only one I know who loves his parents.
730,Ses04F_script01_3,Ses04F_script01_3_M000,I know it went out of style didn't it?
731,Ses04F_script01_3,Ses04F_script01_3_F001,It's okay. It's a good thing.
732,Ses04F_script01_3,Ses04F_script01_3_F002,You know it's lovely here. The air is sweet.
733,Ses04F_script01_3,Ses04F_script01_3_M001,You're not sorry you came.
734,Ses04F_script01_3,Ses04F_script01_3_F003,"Not sorry, no but I'm not staying."
735,Ses04F_script01_3,Ses04F_script01_3_M002,Why?
736,Ses04F_script01_3,Ses04F_script01_3_F004,"In the first place, your mother as much as told me to go."
737,Ses04F_script01_3,Ses04F_script01_3_M003,Well.
738,Ses04F_script01_3,Ses04F_script01_3_F005,You saw that and you- you've been kind of-
739,Ses04F_script01_3,Ses04F_script01_3_M004,What?
740,Ses04F_script01_3,Ses04F_script01_3_F006,Well kind of embarrassed ever since I got here.
741,Ses04F_script01_3,Ses04F_script01_3_M005,The trouble is I planned on sneaking up on you over a period of a week or so but they take it for granted that we're all set.
742,Ses04F_script01_3,Ses04F_script01_3_F007,"I knew they would, your mother anyway."
743,Ses04F_script01_3,Ses04F_script01_3_M006,How did you know?
744,Ses04F_script01_3,Ses04F_script01_3_F008,From her point of view why else would I come?
745,Ses04F_script01_3,Ses04F_script01_3_M007,Wouldn't you want to?
746,Ses04F_script01_3,Ses04F_script01_3_M008,I guess you know this is why I asked you to come.
747,Ses04F_script01_3,Ses04F_script01_3_F009,I guess this is why I came.
748,Ses04F_script01_3,Ses04F_script01_3_M009,"Ann, I love you. I love you a great deal. I love you."
749,Ses04F_script01_3,Ses04F_script01_3_M010,I have no imagination that's all I know to tell you.
750,Ses04F_script01_3,Ses04F_script01_3_M011,I'm embarrassing you. I didn't want to tell it to you here. I
751,Ses04F_script01_3,Ses04F_script01_3_M012,"wanted some place we'd never been, a place where we'd be brand new to each other."
752,Ses04F_script01_3,Ses04F_script01_3_M013,"You think this is wrong, this chair, this yard. I want you to be ready for me. I don't want to win you away from anything."
753,Ses04F_script01_3,Ses04F_script01_3_F010,"Chris, I've been ready a long, long time."
754,Ses04F_script01_3,Ses04F_script01_3_M014,And he's gone forever. You're sure?
755,Ses04F_script01_3,Ses04F_script01_3_F011,I almost got married two years ago.
756,Ses04F_script01_3,Ses04F_script01_3_M015,Why didn't you?
757,Ses04F_script01_3,Ses04F_script01_3_F012,You started to write me.
758,Ses04F_script01_3,Ses04F_script01_3_M016,You felt something that far back?
759,Ses04F_script01_3,Ses04F_script01_3_F013,Every day since.
760,Ses04F_script01_3,Ses04F_script01_3_M017,"Ann, why didn't you let me know?"
761,Ses04F_script01_3,Ses04F_script01_3_F014,"I was waiting for you, Chris. Till then you never wrote and then when you did what did you say. I mean you sure can be ambiguous you know."
762,Ses04F_script01_3,Ses04F_script01_3_M018,"Give me a kiss, Ann. Give me a-God I kissed you."
763,Ses04F_script01_3,Ses04F_script01_3_M019,"I kissed Annie. How long, how long I've been waiting to kiss you."
764,Ses04F_script01_3,Ses04F_script01_3_F015,I'll never forgive you. Why did you wait all these years? All I've done is sit and wonder if I was crazy for thinking of you.
765,Ses04F_script01_3,Ses04F_script01_3_M020,"Annie, we're going to live now. I'm going to make you so happy."
766,Ses04F_script01_3,Ses04F_script01_3_F016,Not like that you're not.
767,Ses04F_script01_3,Ses04F_script01_3_M021,I kissed you.
768,Ses04F_script01_3,Ses04F_script01_3_F017,"Like Larry's brother. Do it like you, Chris."
769,Ses04F_script01_3,Ses04F_script01_3_F018,What is it Chris?
770,Ses04F_script01_3,Ses04F_script01_3_M022,Let's drive some place. I want to be alone with you.
771,Ses04F_script01_3,Ses04F_script01_3_F019,"No. What is it Chris, your mother?"
772,Ses04F_script01_3,Ses04F_script01_3_M023,"No, nothing like that."
773,Ses04F_script01_3,Ses04F_script01_3_F020,Well then what's wrong? Even in your letters there was something ashamed.
774,Ses04F_script01_3,Ses04F_script01_3_M024,Yes. I suppose I have been but it's going from me.
775,Ses04F_script01_3,Ses04F_script01_3_F021,You've got to tell me.
776,Ses04F_script01_3,Ses04F_script01_3_M025,I don't know where to start.
777,Ses04F_script01_3,Ses04F_script01_3_F022,It wouldn't work this way.
778,Ses04F_script01_3,Ses04F_script01_3_M026,There's so many things mixed up.
779,Ses04F_script01_3,Ses04F_script01_3_M027,You remember overseas I was in command of a company?
780,Ses04F_script01_3,Ses04F_script01_3_F023,"Yeah, sure."
781,Ses04F_script01_3,Ses04F_script01_3_M028,Well I lost them.
782,Ses04F_script01_3,Ses04F_script01_3_F024,How many?
783,Ses04F_script01_3,Ses04F_script01_3_M029,Just about all.
784,Ses04F_script01_3,Ses04F_script01_3_F025,"Oh, gees."
785,Ses04F_script01_3,Ses04F_script01_3_M030,It takes a lot of time to toss that off because they weren't just men.
786,Ses04F_script01_3,Ses04F_script01_3_M031,"For instance, one time it had been raining several days and this kid came to me and gave me his last pair of dry socks."
787,Ses04F_script01_3,Ses04F_script01_3_M032,I put them in my pocket. that's only a little thing but these are the kind of guys I had.
788,Ses04F_script01_3,Ses04F_script01_3_M033,They didn't die. They killed themselves for each other. I mean that exactly. A little more selfish and they'd have been here today.
789,Ses04F_script01_3,Ses04F_script01_3_M034,"And I got this idea watching them go down. Everything was being destroyed see, but it seemed to me that there was one new thing that was made"
790,Ses04F_script01_3,Ses04F_script01_3_M035,a sort of responsibility man for man. You understand me?
791,Ses04F_script01_3,Ses04F_script01_3_M036,And then I came home and it was amazing.
792,Ses04F_script01_3,Ses04F_script01_3_M037,There was no meaning in it here.
793,Ses04F_script01_3,Ses04F_script01_3_M038,The whole thing to them was sort of a bus accident. Then I went to work with father and that whole rat race again.
794,Ses04F_script01_3,Ses04F_script01_3_M039,"I felt, what you said, ashamed somehow"
795,Ses04F_script01_3,Ses04F_script01_3_M040,because nobody was changed at all. It seemed to make suckers out of a lot of guys.
796,Ses04F_script01_3,Ses04F_script01_3_M041,"I felt wrong to be alive, to open the new bank book, to drive the new car, to see the new refrigerator."
797,Ses04F_script01_3,Ses04F_script01_3_M042,I mean you can take those things out of war but
798,Ses04F_script01_3,Ses04F_script01_3_M043,"when you drive the new car, you have to know that it came out of the love a man can have for a man. You've got to be a little better because of that."
799,Ses04F_script01_3,Ses04F_script01_3_M044,Otherwise what you have is really just loot and there's blood on it. I didn't want to take any of it.
800,Ses04F_script01_3,Ses04F_script01_3_M045,I guess that included you.
801,Ses04F_script01_3,Ses04F_script01_3_F026,And do you still feel that way?
802,Ses04F_script01_3,Ses04F_script01_3_M046,"I want you now, Annie."
803,Ses04F_script01_3,Ses04F_script01_3_F027,"Because you mustn't feel that way anymore because you have a right to whatever you have, Chris, do you understand, everything"
804,Ses04F_script01_3,Ses04F_script01_3_F028,that includes me. And your money there's nothing wrong in your money. Your father put hundreds of planes in the air.
805,Ses04F_script01_3,Ses04F_script01_3_F029,You should be proud. A man should be paid for that.
806,Ses04F_script01_3,Ses04F_script01_3_M047,"Annie, Annie I'm going to make a fortune for you."
807,Ses04F_script01_3,Ses04F_script01_3_F030,What'll I do with a fortune?
808,Ses04F_script02_1,Ses04F_script02_1_M000,What time is it? They're supposed to run around midnight. This is great isn't it? Look at this night we've got here. It couldn't be better.
809,Ses04F_script02_1,Ses04F_script02_1_M001,"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid to miss it. How you doing?"
810,Ses04F_script02_1,Ses04F_script02_1_F000,Fine.
811,Ses04F_script02_1,Ses04F_script02_1_M002,"Is that, is that-that's just foam isn't it? I can't even tell"
812,Ses04F_script02_1,Ses04F_script02_1_M003,"although if you can't tell, it probably isn't them. It will probably be unmistakable. Don't you think? How you doing?"
813,Ses04F_script02_1,Ses04F_script02_1_M004,"Oh, no you know what I did? I forgot my flashlight. How could I be so stupid I forgot my flashlight."
814,Ses04F_script02_1,Ses04F_script02_1_F001,What flashlight?
815,Ses04F_script02_1,Ses04F_script02_1_M005,"The flashlight, the silver one. There's only one isn't there?"
816,Ses04F_script02_1,Ses04F_script02_1_F002,It's not yours.
817,Ses04F_script02_1,Ses04F_script02_1_M006,Whose is it?
818,Ses04F_script02_1,Ses04F_script02_1_F003,It's ours. It's mine too.
819,Ses04F_script02_1,Ses04F_script02_1_M007,Well sure.
820,Ses04F_script02_1,Ses04F_script02_1_F004,You kept saying my flashlight as if it somehow is just yours. How's that supposed to make me feel?
821,Ses04F_script02_1,Ses04F_script02_1_M008,"No of course our flashlight, yours and mine, mi flashlight es su flashlight naturally. How could we not think to bring it?"
822,Ses04F_script02_1,Ses04F_script02_1_M009,I hope the moon stays out. I wonder do they always run during a full moon. I can't remember if it was full last year. Remember?
823,Ses04F_script02_1,Ses04F_script02_1_F005,Yes.
824,Ses04F_script02_1,Ses04F_script02_1_M010,"Are you cold? Do you want my jacket? We should have brought the blanket, our blanket."
825,Ses04F_script02_1,Ses04F_script02_1_M011,"Ah, this is great, isn't it? I didn't even think to bring a six-pack. A six-pack would be just the ticket right about now."
826,Ses04F_script02_1,Ses04F_script02_1_M012,I can't believe I forgot. I'm like a kid. It's amazing I got out of the house with my fly zipped.
827,Ses04F_script02_1,Ses04F_script02_1_M013,"Oh, I wonder if they can hear me talk or feel the vibrations in the sand when we move around?"
828,Ses04F_script02_1,Ses04F_script02_1_F006,I'm cold.
829,Ses04F_script02_1,Ses04F_script02_1_M014,Do you want my jacket?
830,Ses04F_script02_1,Ses04F_script02_1_F007,It's after eleven let's go home.
831,Ses04F_script02_1,Ses04F_script02_1_M015,Are you kidding? We'd miss it. We just got here. What's the point of coming down here if we just turn around and go home?
832,Ses04F_script02_1,Ses04F_script02_1_F008,There is no point in coming down here.
833,Ses04F_script02_1,Ses04F_script02_1_M016,Right.
834,Ses04F_script02_1,Ses04F_script02_1_F009,That's my point.
835,Ses04F_script02_1,Ses04F_script02_1_M017,That's my point too.
836,Ses04F_script02_1,Ses04F_script02_1_F010,So let's go home.
837,Ses04F_script02_1,Ses04F_script02_1_M018,"No, no, no. That's not my point. My point is is that there's no point in coming down here if we just leave. Don't you want to see it?"
838,Ses04F_script02_1,Ses04F_script02_1_F011,Not particularly.
839,Ses04F_script02_1,Ses04F_script02_1_M019,Why not?
840,Ses04F_script02_1,Ses04F_script02_1_F012,I just don't. It's stupid.
841,Ses04F_script02_1,Ses04F_script02_1_M020,Honey this is natural phenomenon. I mean this only happens once a year. This is a great opportunity.
842,Ses04F_script02_1,Ses04F_script02_1_M021,Think about the people in Kansas. They'd have to get plane tickets and hotel reservations to come see this. We're just forty minutes away. It's too good to pass up.
843,Ses04F_script02_1,Ses04F_script02_1_F013,"Pass up what? These little fish swim onto the beach, flop around, and then swim away and then they die."
844,Ses04F_script02_1,Ses04F_script02_1_M022,"Yeah but that moment on the beach is the highlight of their little lives. All that flopping around is laying eggs or what do you, spawning or mating something like that."
845,Ses04F_script02_1,Ses04F_script02_1_M023,This is the big night for these guys. Life's last orgy.
846,Ses04F_script02_1,Ses04F_script02_1_F014,What are you so excited about? This isn't a moon landing we're talking about. It's fish. It's fish nobody even eats.
847,Ses04F_script02_1,Ses04F_script02_1_M024,"Yeah, they do."
848,Ses04F_script02_1,Ses04F_script02_1_F015,"Oh, Augie."
849,Ses04F_script02_1,Ses04F_script02_1_M025,Okay but it's fish who do something none of the other fish do
850,Ses04F_script02_1,Ses04F_script02_1_M026,"like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs, like that. There's mystery here and magic"
851,Ses04F_script02_1,Ses04F_script02_1_M027,a little bit of the unexplainable. I don't see how you cannot be interested.
852,Ses04F_script02_1,Ses04F_script02_1_F016,I'm just not.
