,file,speaker,dialog
418,Ses02F_script01_1,Ses02F_script01_1_M007,"I don't know the meaning of it. But, I know one thing Mom, we made a terrible mistake with Dad."
419,Ses02F_script01_1,Ses02F_script01_1_F009,What?
420,Ses02F_script01_1,Ses02F_script01_1_M008,"Being dishonest with him. I mean, that sort of thing always pays off and now it's paying off."
421,Ses02F_script01_1,Ses02F_script01_1_F010,What you mean dishonest?
422,Ses02F_script01_1,Ses02F_script01_1_M009,You know that Larry's not coming back and I know it. Why do we allow him to go on thinking that we believe with him?
423,Ses02F_script01_1,Ses02F_script01_1_F011,What do you want to do argue with him?
424,Ses02F_script01_1,Ses02F_script01_1_M010,"No, I don't want to argue with him, but it's about time he realized that nobody believes Larry's alive anymore?"
425,Ses02F_script01_1,Ses02F_script01_1_M011,Why shouldn't he dream of him and walk the nights waiting for him? Do we contradict him? Do we say straight out that we don't have any hope anymore? That we haven't had hope for years now?
426,Ses02F_script01_1,Ses02F_script01_1_F012,You can't say that to him.
427,Ses02F_script01_1,Ses02F_script01_1_M012,We've got to say it to him.
428,Ses02F_script01_1,Ses02F_script01_1_F013,Can you prove it? How can you prove it?
429,Ses02F_script01_1,Ses02F_script01_1_M013,"For God sakes, it's been three years. Nobody comes back after three years. It's insane."
430,Ses02F_script01_1,Ses02F_script01_1_F014,"To you it is and to me, but not to him. I mean, you can talk yourself blue in the face, but he--there's no body and no grave so where are you?"
431,Ses02F_script01_1,Ses02F_script01_1_M014,"Sit down, Mom. I want to talk to you."
432,Ses02F_script01_1,Ses02F_script01_1_F015,"Trouble is the God damn newspapers. Every month or so a boy turns up out of nowhere so, you know, the next one is gonna be Larry."
433,Ses02F_script01_1,Ses02F_script01_1_M015,All right. All right. Listen to me. You know why I brought Annie here don't you?
434,Ses02F_script01_1,Ses02F_script01_1_F016,Why?
435,Ses02F_script01_1,Ses02F_script01_1_M016,You know.
436,Ses02F_script01_1,Ses02F_script01_1_F017,"I've got an idea, but what's the story?"
437,Ses02F_script01_1,Ses02F_script01_1_M017,I'm gonna ask her to marry me.
438,Ses02F_script01_1,Ses02F_script01_1_F018,"Well, that's only your business, Chris."
439,Ses02F_script01_1,Ses02F_script01_1_M018,You know it's not only my business.
440,Ses02F_script01_1,Ses02F_script01_1_F019,What do you want me to do? You're old enough to know your own mind.
441,Ses02F_script01_1,Ses02F_script01_1_M019,So it's all right then?
442,Ses02F_script01_1,Ses02F_script01_1_M020,I'll go ahead with it?
443,Ses02F_script01_1,Ses02F_script01_1_F020,"Well, you want to make sure that your father isn't going to--"
444,Ses02F_script01_1,Ses02F_script01_1_M021,"Well, then it isn't just my business--"
445,Ses02F_script01_1,Ses02F_script01_1_F021,I'm just saying that--
446,Ses02F_script01_1,Ses02F_script01_1_M022,"Ah, sometimes you infuriate me. You know that? I mean, isn't it your business too if I tell Dad and flips--freaks out about it? I mean, you have such a talent for ignoring things."
447,Ses02F_script01_1,Ses02F_script01_1_F022,I ignore what I gotta ignore. The girl is Larry's girl.
448,Ses02F_script01_1,Ses02F_script01_1_M023,She's not Larry's girl.
449,Ses02F_script01_1,Ses02F_script01_1_F023,"From your father's point of view, he isn't dead. And you've no right to take his girl."
450,Ses02F_script01_1,Ses02F_script01_1_F024,"And you can go on from there if you know where to go, but I don't know where to go. See, I don't know. Now what can I do for you?"
451,Ses02F_script01_1,Ses02F_script01_1_M024,"I don't know why, but, every time I reach out for something that I want, I have to pull back 'cause someone else will suffer. My whole bloody life. Time after time after time."
452,Ses02F_script01_1,Ses02F_script01_1_F025,You're a considerate fellow. There's nothing wrong with that.
453,Ses02F_script01_1,Ses02F_script01_1_M025,To hell with that.
454,Ses02F_script01_1,Ses02F_script01_1_F026,[BREATHING] Have you asked Annie yet?
455,Ses02F_script01_1,Ses02F_script01_1_M026,I wanted to get this settled first.
456,Ses02F_script01_1,Ses02F_script01_1_F027,"Well, how do you know she'll marry you? Maybe she feels the same way your father does."
457,Ses02F_script01_1,Ses02F_script01_1_M027,"Well, if she does, then that's the end of it. But from her letters, I think she's forgotten him. I'll find out. And then we'll thrash it out with Dad, right? Mom, don't avoid me."
458,Ses02F_script01_1,Ses02F_script01_1_F028,"Trouble is, you don't see enough women."
459,Ses02F_script01_1,Ses02F_script01_1_F029,You never did.
460,Ses02F_script01_1,Ses02F_script01_1_M028,"So what, I'm not fast with women."
461,Ses02F_script01_1,Ses02F_script01_1_F030,I just don't see why it has to be Annie.
462,Ses02F_script01_1,Ses02F_script01_1_M029,Because it is.
463,Ses02F_script01_1,Ses02F_script01_1_F031,"Well, that's a good answer, but it doesn't answer anything. I mean, you've been away for--at war. It's been five years."
464,Ses02F_script01_1,Ses02F_script01_1_M030,"I can't help it. I know her best. I mean, I grew up next door to her."
465,Ses02F_script01_1,Ses02F_script01_1_M031,"These years when I think of a wife, I think of Annie. What do you want, a diagram?"
466,Ses02F_script01_1,Ses02F_script01_1_F032,"I don't want a diagram. Umm-- He thinks he's coming back, Chris. You marry that girl and you're pronouncing him dead."
467,Ses02F_script01_1,Ses02F_script01_1_F033,"I mean, what's gonna happen to your father? Do you know? I don't."
468,Ses02F_script01_1,Ses02F_script01_1_M032,"All right. All right, then, Mom."
469,Ses02F_script01_1,Ses02F_script01_1_F034,I just--give it some more thought.
470,Ses02F_script01_1,Ses02F_script01_1_M033,I've given it three years of thought. I thought that if I waited Dad would forget about Larry and we could have a regular wedding and everything happy.
471,Ses02F_script01_1,Ses02F_script01_1_M034,"But if I can't--if that can't happen here, then I'll have to get out."
472,Ses02F_script01_1,Ses02F_script01_1_F035,What the hell is this?
473,Ses02F_script01_1,Ses02F_script01_1_M035,I'll get out. I'll get married and go live some place else. Maybe New York.
474,Ses02F_script01_1,Ses02F_script01_1_F036,Are you crazy?
475,Ses02F_script01_1,Ses02F_script01_1_M036,I've been a good son too long. A good sucker. I'm through with it.
476,Ses02F_script01_1,Ses02F_script01_1_F037,What about the business? What the hell is this?
477,Ses02F_script01_1,Ses02F_script01_1_M037,The business? The business doesn't inspire me.
478,Ses02F_script01_1,Ses02F_script01_1_F038,Must you be inspired?
479,Ses02F_script01_1,Ses02F_script01_1_M038,"Yes. I like it an hour a day. If I'm gonna grub for my money all day long, at least in the evening I want it beautiful."
480,Ses02F_script01_1,Ses02F_script01_1_M039,"I want a family. I want kids. I want something that I can give myself to. Annie's in the middle of that. Now, where do I find it?"
481,Ses02F_script01_1,Ses02F_script01_1_F039,"Tell me, you'd leave the business?"
482,Ses02F_script01_1,Ses02F_script01_1_M040,"Yes, on this I would."
483,Ses02F_script01_1,Ses02F_script01_1_F040,"Well, you don't want to think like that."
484,Ses02F_script01_1,Ses02F_script01_1_M041,Then help me stay here.
485,Ses02F_script01_1,Ses02F_script01_1_F041,"All right, but just don't go thinkin' like that 'cause otherwise what did we work for? I mean, the whole thing is for you, Chris. The whole shootin' match is for you."
486,Ses02F_script01_1,Ses02F_script01_1_M042,"I know. I know, Mom. Just help me stay here."
487,Ses02F_script01_1,Ses02F_script01_1_F042,"All right. Just-- just don't go thinkin' that way, you hear me?"
488,Ses02F_script01_1,Ses02F_script01_1_M043,I am thinkin' that way.
489,Ses02F_script01_1,Ses02F_script01_1_F043,"I don't understand you, do I?"
490,Ses02F_script01_1,Ses02F_script01_1_M044,"No, you don't. I'm a pretty tough guy."
491,Ses02F_script01_1,Ses02F_script01_1_F044,I can see that.
492,Ses02F_script01_2,Ses02F_script01_2_F000,Why did he invite her here?
493,Ses02F_script01_2,Ses02F_script01_2_M000,Why does that bother you?
494,Ses02F_script01_2,Ses02F_script01_2_F001,She's been in New York for three and half years. Why all of a sudden?
495,Ses02F_script01_2,Ses02F_script01_2_M001,"Well, maybe he just wanted to see her again."
496,Ses02F_script01_2,Ses02F_script01_2_F002,Nobody comes seven hundred miles just to see.
497,Ses02F_script01_2,Ses02F_script01_2_M002,What do you mean? He lived next door to the girl all his life. Why wouldn't he want to see her again?
498,Ses02F_script01_2,Ses02F_script01_2_M003,Don't look at me like that. He didn't tell me anymore than he told you.
499,Ses02F_script01_2,Ses02F_script01_2_F003,She's not-
500,Ses02F_script01_2,Ses02F_script01_2_M004,How do you know he's even thinking of it?
501,Ses02F_script01_2,Ses02F_script01_2_F004,-he's not gonna marry her.
502,Ses02F_script01_2,Ses02F_script01_2_F005,It's got that all about it.
503,Ses02F_script01_2,Ses02F_script01_2_M005,"Well, so what?"
504,Ses02F_script01_2,Ses02F_script01_2_F006,"What's going on here, Joe?"
505,Ses02F_script01_2,Ses02F_script01_2_M006,"Now, listen Kate."
506,Ses02F_script01_2,Ses02F_script01_2_F007,"She's not his girl, Joe. She knows she's not."
507,Ses02F_script01_2,Ses02F_script01_2_M007,You can't read her mind.
508,Ses02F_script01_2,Ses02F_script01_2_F008,"Well then why is she still single? I mean, New York is full of men. Why isn't she married? Probably a hundred people told her she's crazy, but she's waited."
509,Ses02F_script01_2,Ses02F_script01_2_M008,How do you know why she's waited?
510,Ses02F_script01_2,Ses02F_script01_2_F009,"She knows what I know, that's why. She's faithful as a rock. In my worst moments I think of her waiting and I know again that I'm right."
511,Ses02F_script01_2,Ses02F_script01_2_M009,"Look, it's a nice day. What are we arguing for?"
512,Ses02F_script01_2,Ses02F_script01_2_F010,"Nobody in this house dares take her faith away, Joe? Strangers might, but not his father, not his brother."
513,Ses02F_script01_2,Ses02F_script01_2_M010,"Well, what do you want me to do about it?"
514,Ses02F_script01_2,Ses02F_script01_2_F011,I want you to act like he's coming back. Both of you. Don't you think I haven't noticed since she got here. I won't stand for any nonsense.
515,Ses02F_script01_2,Ses02F_script01_2_M011,But Kate--
516,Ses02F_script01_2,Ses02F_script01_2_F012,"Because if he's not coming back, I'll kill myself. I mean, laugh--laugh at me, but..."
517,Ses02F_script01_2,Ses02F_script01_2_F013,But why did that happen the very night she came here? She sleeps in his room and his memorial breaks to pieces. Just look. Look at it.
518,Ses02F_script01_2,Ses02F_script01_2_M012,Calm yourself.
519,Ses02F_script01_2,Ses02F_script01_2_F014,"Believe with me, Joe. I can't stand all alone."
520,Ses02F_script01_2,Ses02F_script01_2_M013,Calm yourself.
521,Ses02F_script01_2,Ses02F_script01_2_F015,"Last week, a man turned up in Detroit missing longer than Larry. I mean, you read it yourself."
522,Ses02F_script01_2,Ses02F_script01_2_M014,All right. All right. Calm yourself.
523,Ses02F_script01_2,Ses02F_script01_2_F016,"You, above all, have to believe."
524,Ses02F_script01_2,Ses02F_script01_2_M015,What?- Why- Why me above all?
525,Ses02F_script01_2,Ses02F_script01_2_F017,Just--just don't stop believing.
526,Ses02F_script01_2,Ses02F_script01_2_M016,What does that mean? Me above all?
527,Ses02F_script01_2,Ses02F_script01_2_M017,Look at you. Look at you shaking.
528,Ses02F_script01_2,Ses02F_script01_2_F018,I can't help it.
529,Ses02F_script01_2,Ses02F_script01_2_M018,What have I got to hide? What the hell is the matter with you Kate?
530,Ses02F_script01_3,Ses02F_script01_3_F000,You're the only one I know who loves his parents.
531,Ses02F_script01_3,Ses02F_script01_3_M000,"I know, it went out of style, didn't it?"
532,Ses02F_script01_3,Ses02F_script01_3_F001,It's all right. It's a good thing.
533,Ses02F_script01_3,Ses02F_script01_3_F002,"You know, it's lovely here, the air is sweet."
534,Ses02F_script01_3,Ses02F_script01_3_M001,You're not sorry you came?
535,Ses02F_script01_3,Ses02F_script01_3_F003,"No, not sorry. Um, but, I'm- I'm not gonna stay."
536,Ses02F_script01_3,Ses02F_script01_3_M002,Why?
537,Ses02F_script01_3,Ses02F_script01_3_F004,"Well, for one thing, your mother as much as told me to go."
538,Ses02F_script01_3,Ses02F_script01_3_M003,Oh.
539,Ses02F_script01_3,Ses02F_script01_3_F005,"You saw that. I mean and then, well, you've been kind of, um--"
540,Ses02F_script01_3,Ses02F_script01_3_M004,What?
541,Ses02F_script01_3,Ses02F_script01_3_F006,"Well, kind of embarrassed ever since I got here."
542,Ses02F_script01_3,Ses02F_script01_3_M005,"The trouble is, I planned on sort of sneaking up on you over a period of a week or so. But, they take it for granted that we're all set."
543,Ses02F_script01_3,Ses02F_script01_3_F007,"I knew they would, your mother anyway."
544,Ses02F_script01_3,M:,you know?
545,Ses02F_script01_3,Ses02F_script01_3_F008,"Well,"
546,Ses02F_script01_3,Ses02F_script01_3_F009,"from her point of view, why else would I come?"
547,Ses02F_script01_3,Ses02F_script01_3_M006,"Oh. Would you want to? I guess you know, this is why I asked you to come."
548,Ses02F_script01_3,Ses02F_script01_3_F010,I--I guess this is why I came.
549,Ses02F_script01_3,Ses02F_script01_3_M007,"Anne, I love you. I love you a great deal. I love you."
550,Ses02F_script01_3,Ses02F_script01_3_M008,I have no imagination. That's all I know to tell you.
551,Ses02F_script01_3,Ses02F_script01_3_M009,I'm embarrassing you and I didn't want to tell it to you here. I wanted some place we'd never been before. A place where we'd be brand new to each other.
552,Ses02F_script01_3,Ses02F_script01_3_M010,"You feel it's wrong here, don't you? This yard, this chair. I want you to be ready for me. I don't want to have to win you away from anything."
553,Ses02F_script01_3,Ses02F_script01_3_F011,"Oh, Chris, I've been ready for a long, long time."
554,Ses02F_script01_3,Ses02F_script01_3_M011,And he's gone forever. You're sure?
555,Ses02F_script01_3,Ses02F_script01_3_F012,I almost got married two years ago.
556,Ses02F_script01_3,Ses02F_script01_3_M012,Why didn't you?
557,Ses02F_script01_3,Ses02F_script01_3_F013,You started to write me and--
558,Ses02F_script01_3,Ses02F_script01_3_M013,You felt something that far back?
559,Ses02F_script01_3,Ses02F_script01_3_F014,Every day since.
560,Ses02F_script01_3,Ses02F_script01_3_M014,"Anne, why didn't you let me know?"
561,Ses02F_script01_3,Ses02F_script01_3_F015,"Well, I was waiting for you. I mean, till then you never wrote and when you did, I mean, what did you say? You can sure be ambiguous sometimes."
562,Ses02F_script01_3,Ses02F_script01_3_M015,"Give me a kiss, Anne. Give me a-"
563,Ses02F_script01_3,Ses02F_script01_3_M016,"oh God, I kissed you. I kissed Annie. How long--how long I've been waiting to kiss you."
564,Ses02F_script01_3,Ses02F_script01_3_F016,I will never forgive you. Why did you wait all these years? All I did was sit and wonder if I was crazy for thinking of you.
565,Ses02F_script01_3,Ses02F_script01_3_M017,"Oh, Annie, we're gonna live now. I'm gonna make you so happy."
566,Ses02F_script01_3,Ses02F_script01_3_F017,Not like that you're not.
567,Ses02F_script01_3,Ses02F_script01_3_M018,I kissed you.
568,Ses02F_script01_3,Ses02F_script01_3_F018,"Like Larry's brother. Do it like you, Chris. What is it?"
569,Ses02F_script01_3,Ses02F_script01_3_M019,Let's drive someplace. I want to be alone with you.
570,Ses02F_script01_3,Ses02F_script01_3_F019,"No. What is it, your mother?"
571,Ses02F_script01_3,Ses02F_script01_3_M020,No. Nothing like that.
572,Ses02F_script01_3,Ses02F_script01_3_F020,"Then, what's wrong? I mean, even in your letters there was some--something ashamed."
573,Ses02F_script01_3,Ses02F_script01_3_M021,"Yeah, I suppose I have been. But it's going from me."
574,Ses02F_script01_3,Ses02F_script01_3_F021,You've gotta tell me.
575,Ses02F_script01_3,Ses02F_script01_3_M022,I don't know how to start.
576,Ses02F_script01_3,Ses02F_script01_3_F022,It wouldn't work this way.
577,Ses02F_script01_3,Ses02F_script01_3_M023,"It's all mixed up with so many other things. You remember overseas, I was in command of a company?"
578,Ses02F_script01_3,Ses02F_script01_3_F023,"Yeah, sure."
579,Ses02F_script01_3,Ses02F_script01_3_M024,"Well, I lost them."
580,Ses02F_script01_3,Ses02F_script01_3_F024,How many?
581,Ses02F_script01_3,Ses02F_script01_3_M025,Just about all.
582,Ses02F_script01_3,Ses02F_script01_3_F025,"Oh, gee."
583,Ses02F_script01_3,Ses02F_script01_3_M026,It takes some time for a guy to toss that off. 'Cause they weren't just men.
584,Ses02F_script01_3,Ses02F_script01_3_M027,"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks. I put them in pocket. It's only a little thing, but that's the kind of guys I had."
585,Ses02F_script01_3,Ses02F_script01_3_M028,"They didn't die, they killed themselves for each other. I mean that exactly. A little more selfish and they'd have been here today."
586,Ses02F_script01_3,Ses02F_script01_3_M029,"I got this idea watching them go down. Everything was being destroyed, see, but it seemed that there was one new thing being made. A sort of responsibility. Man for man."
587,Ses02F_script01_3,Ses02F_script01_3_M030,"You know what I mean? To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him."
588,Ses02F_script01_3,Ses02F_script01_3_M031,Then I came back and it was incredible. There was no meaning in it here. The whole thing to them seemed like sort of a bus accident. I went to work with Dad and that rat race again.
589,Ses02F_script01_3,Ses02F_script01_3_M032,"And I felt what you said, ashamed somehow 'cause nobody was changed at all. It seemed to make suckers out of a lot of guys. I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator."
590,Ses02F_script01_3,Ses02F_script01_3_M033,"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man. You've gotta be a little better because of it."
591,Ses02F_script01_3,Ses02F_script01_3_M034,Because otherwise all you have is really loot and there's blood on it. And I didn't want to take any of it. And I guess that included you.
592,Ses02F_script01_3,Ses02F_script01_3_F026,You still feel that way?
593,Ses02F_script01_3,Ses02F_script01_3_M035,I want you now Annie.
594,Ses02F_script01_3,Ses02F_script01_3_F027,"'Cause you mustn't feel that way. Because you have a right to everything that you have. Do you understand that? Everything, Chris, and me too."
595,Ses02F_script01_3,Ses02F_script01_3_F028,"I mean, and your money, there's nothing wrong with your money. I mean, your father put hundreds of planes in the air. A man should be paid for that."
596,Ses02F_script01_3,Ses02F_script01_3_M036,"I know Annie. Annie, I'm gonna make a fortune for you."
597,Ses02F_script01_3,Ses02F_script01_3_F029,What'll I do with a fortune?
598,Ses02F_script02_1,Ses02F_script02_1_M000,What time is it? They're supposed to run around midnight.
599,Ses02F_script02_1,Ses02F_script02_1_M001,"This is great, isn't it? Look at the night we've got here, couldn't be better."
600,Ses02F_script02_1,Ses02F_script02_1_M002,"I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it."
601,Ses02F_script02_1,Ses02F_script02_1_M003,How you doing?
602,Ses02F_script02_1,Ses02F_script02_1_F000,Fine.
603,Ses02F_script02_1,Ses02F_script02_1_M004,Is that--no--is that just foam? I can't even tell.
604,Ses02F_script02_1,Ses02F_script02_1_M005,"Well, I guess we can tell, it probably isn't right? Probably be unmistakable don't you think?"
605,Ses02F_script02_1,Ses02F_script02_1_M006,"How you doing? Aw, you know what I forgot? I forgot to bring my flashlight. Oh, how could I be so stupid? I should've brought my flashlight."
606,Ses02F_script02_1,Ses02F_script02_1_F001,What flashlight?
607,Ses02F_script02_1,Ses02F_script02_1_M007,"You know, the flashlight, the silver one. There's only one isn't there?"
608,Ses02F_script02_1,Ses02F_script02_1_F002,That's not your flashlight.
609,Ses02F_script02_1,Ses02F_script02_1_M008,Who's is it?
610,Ses02F_script02_1,Ses02F_script02_1_F003,It's ours. It's mine too.
611,Ses02F_script02_1,Ses02F_script02_1_M009,"Oh, well sure."
612,Ses02F_script02_1,Ses02F_script02_1_F004,"You kept saying my flashlight, if as if somehow it's just yours. I mean is that supposed to make me feel?"
613,Ses02F_script02_1,Ses02F_script02_1_M010,"Right, of course. Our flashlight. Mine and yours. I mean, me flashlight is su flashlight naturally."
614,Ses02F_script02_1,Ses02F_script02_1_M011,How could we forget to bring it? I hope the moon stays out.
615,Ses02F_script02_1,Ses02F_script02_1_M012,"I wonder, do they always run during a full moon? I can't remember if it was full last year. Do you remember?"
616,Ses02F_script02_1,Ses02F_script02_1_F005,Yeah.
617,Ses02F_script02_1,Ses02F_script02_1_M013,"You cold? Do you want my jacket? Oh, we should've brought the blanket. Our blanket."
618,Ses02F_script02_1,Ses02F_script02_1_M014,"This is great, isn't it? A six pack would be just the ticket right now."
619,Ses02F_script02_1,Ses02F_script02_1_M015,I can't believe I forgot. I'm like a kid. It's amazing I got out of the house with my fly zipped.
620,Ses02F_script02_1,Ses02F_script02_1_M016,You think they can hear us talk? Or feel the vibrations in the sand when we move around?
621,Ses02F_script02_1,Ses02F_script02_1_F006,I'm cold.
622,Ses02F_script02_1,Ses02F_script02_1_M017,Do you want my jacket?
623,Ses02F_script02_1,Ses02F_script02_1_F007,"It's after eleven, let's just go home."
624,Ses02F_script02_1,Ses02F_script02_1_M018,Are you kidding? We'd miss it. We just got here. What's the point of coming down here if we just turn around and go home.
625,Ses02F_script02_1,Ses02F_script02_1_F008,There is no point in coming down here.
626,Ses02F_script02_1,Ses02F_script02_1_M019,Right.
627,Ses02F_script02_1,Ses02F_script02_1_F009,That's my point.
628,Ses02F_script02_1,Ses02F_script02_1_M020,That's my point too.
629,Ses02F_script02_1,Ses02F_script02_1_F010,"So, let's go."
630,Ses02F_script02_1,Ses02F_script02_1_M021,No. No. That's not my point. The point is there's no point in coming down if we just leave. Don't you want to see it?
631,Ses02F_script02_1,Ses02F_script02_1_F011,Not particularly.
632,Ses02F_script02_1,Ses02F_script02_1_M022,Why not?
633,Ses02F_script02_1,Ses02F_script02_1_F012,I just don't. It's stupid.
634,Ses02F_script02_1,Ses02F_script02_1_M023,"Honey, this is a natural phenomenon. I mean this only happens once a year, you know."
635,Ses02F_script02_1,Ses02F_script02_1_M024,"Think about the people in Kansas, they had to get plane tickets and hotel reservations to see this. We live forty minutes away. It's too good to pass up."
636,Ses02F_script02_1,Ses02F_script02_1_F013,"Pass up what? These little fish swim onto the beach, they flop around, and swim away. And then they die."
637,Ses02F_script02_1,Ses02F_script02_1_M025,"Yeah, but that moment on the beach, is the highlight of their little lives. All that flopping is laying eggs or what do you--spawning or mating. I mean,"
638,Ses02F_script02_1,Ses02F_script02_1_M026,this is a big night for these guys. Life's last orgy.
639,Ses02F_script02_1,Ses02F_script02_1_F014,"What are you so excited about? I mean, it's not a moon landing we're talking about here. It's fish. It's a fish nobody even eats."
640,Ses02F_script02_1,Ses02F_script02_1_M027,Yeah they do.
641,Ses02F_script02_1,Ses02F_script02_1_F015,"Ah, Augie."
642,Ses02F_script02_1,Ses02F_script02_1_M028,Alright. But it's fish that do something that none of the other fish do. Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.
643,Ses02F_script02_1,Ses02F_script02_1_M029,There's--there's a bit of the magic--some unexplainable here. I don't see how you can not be interested.
644,Ses02F_script02_1,Ses02F_script02_1_F016,I'm just not.
645,Ses02F_script02_1,Ses02F_script02_1_M030,For real?
646,Ses02F_script02_1,Ses02F_script02_1_F017,Yeah.
647,Ses02F_script02_1,Ses02F_script02_1_M031,"I don't get it. The first time we came here, you said it was the best night of your life."
648,Ses02F_script02_1,Ses02F_script02_1_M032,"And last year, I remember specifically you were so excited to go that you stubbed your toe rushing me out of the house and didn't even notice until we got in the car."
649,Ses02F_script02_1,Ses02F_script02_1_F018,"Last year, you will also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got in a big fight over nothing, and we didn't see the grunions."
650,Ses02F_script02_1,Ses02F_script02_1_M033,We weren't in a good spot.
651,Ses02F_script02_1,Ses02F_script02_1_F019,We didn't see them the first time either.
652,Ses02F_script02_1,Ses02F_script02_1_M034,"We just weren't in a good spot. This is a much better spot. Believe me, I've got good instincts for these things."
653,Ses02F_script02_1,Ses02F_script02_1_M035,There is that--no that's just seaweed isn't it?
654,Ses02F_script02_1,Ses02F_script02_1_M036,"Oh man, this is great, isn't it? I wouldn't miss this for anything. Here, think about this, all right, I know you're not interested, but think about this."
655,Ses02F_script02_1,Ses02F_script02_1_M037,"Somewhere out there, this huge mass of silver fish swimming this way."
656,Ses02F_script02_1,Ses02F_script02_1_M038,"They don't know why, we don't know why. Nobody sent them an invitation or a map, it wasn't a decision, just-"
657,Ses02F_script02_1,Ses02F_script02_1_M039,"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming. And they're swimming right now as if that's all that matters."
658,Ses02F_script02_1,Ses02F_script02_1_M040,It's like single mindedness with no mind. It's urgency that's pure urge. They don't know what drives them. They don't ask it a question or give it a name.
659,Ses02F_script02_1,Ses02F_script02_1_M041,"They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death."
660,Ses02F_script02_1,Ses02F_script02_1_M042,"Ah, God, I'm giving myself goose bumps. Look, all my hairs are popped up."
661,Ses02F_script02_1,Ses02F_script02_1_F020,That's the wind.
662,Ses02F_script02_1,Ses02F_script02_1_M043,"Well, so what do you think?"
663,Ses02F_script02_1,Ses02F_script02_1_F021,About what?
664,Ses02F_script02_1,Ses02F_script02_1_M044,What I was saying.
665,Ses02F_script02_1,Ses02F_script02_1_F022,It's ridiculous.
666,Ses02F_script02_2,Ses02F_script02_2_M000,"Well, so what do you think?"
667,Ses02F_script02_2,Ses02F_script02_2_F000,About what?
668,Ses02F_script02_2,Ses02F_script02_2_M001,What I was saying.
669,Ses02F_script02_2,Ses02F_script02_2_F001,It's ridiculous.
670,Ses02F_script02_2,Ses02F_script02_2_M002,It certainly is not. It's slightly exaggerated scientific fact.
671,Ses02F_script02_2,Ses02F_script02_2_F002,It's PR. Somebody sold you a bill of goods that this wonderful event is gonna take place on the beach.
672,Ses02F_script02_2,Ses02F_script02_2_M003,"Well, I'm not the only one. Look at all these people."
673,Ses02F_script02_2,Ses02F_script02_2_F003,"Sure, everybody's told the same story. It keeps us all excited. It keeps us coming back for more. It keeps us thinking that life is gonna start any second now if we could just find the right spot and get in on the action."
674,Ses02F_script02_2,Ses02F_script02_2_M004,Are we talking about the same thing?
675,Ses02F_script02_2,Ses02F_script02_2_F004,"Well, I'm sorry, but it's still just fish to me."
676,Ses02F_script02_2,Ses02F_script02_2_M005,"Carla, can I ask you something? Don't take this wrong, but are you having your period?"
677,Ses02F_script02_2,Ses02F_script02_2_F005,"God damn it, Augie, don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting."
678,Ses02F_script02_2,Ses02F_script02_2_M006,"Well, what's bugging you?"
679,Ses02F_script02_2,Ses02F_script02_2_F006,We just have different ideas of what this evening is supposed to look like.
680,Ses02F_script02_2,Ses02F_script02_2_M007,"There's nothing to it. We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish. They go home. We go home."
681,Ses02F_script02_2,Ses02F_script02_2_F007,"For heaven sake, we're not going to see the grunions."
682,Ses02F_script02_2,Ses02F_script02_2_M008,Why not?
683,Ses02F_script02_2,Ses02F_script02_2_F008,"We never do, do we? I mean, have we ever?"
684,Ses02F_script02_2,Ses02F_script02_2_M009,We've missed them twice. That's not ever.
685,Ses02F_script02_2,Ses02F_script02_2_F009,Twice is every time we've tried. That's ever.
686,Ses02F_script02_2,Ses02F_script02_2_M010,"Well, we'll see them this year."
687,Ses02F_script02_2,Ses02F_script02_2_F010,"No, we won't. It's pointless. It's like waiting up to see Santa Claus."
688,Ses02F_script02_2,Ses02F_script02_2_F011,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up. And the fish won't show up."
689,Ses02F_script02_2,Ses02F_script02_2_M011,I thought you wanted to see it.
690,Ses02F_script02_2,Ses02F_script02_2_F012,You don't understand anything I'm saying.
691,Ses02F_script02_2,Ses02F_script02_2_M012,"No, of course not."
692,Ses02F_script02_2,Ses02F_script02_2_F013,I did want to see it. I always do. I keep thinking that this is gonna be the time and it never is.
693,Ses02F_script02_2,Ses02F_script02_2_M013,It's just fish. Nothing to get traumatized about.
694,Ses02F_script02_2,Ses02F_script02_2_F014,"For heaven sake, this isn't about fish."
695,Ses02F_script02_2,Ses02F_script02_2_M014,"All right. Look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worst."
696,Ses02F_script02_2,Ses02F_script02_2_M015,"I mean, you were- you were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem. Let's see. I took a shower. You watched the news."
